building_id,site_id,building_id_kaggle,site_id_kaggle,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,hotwater,chilledwater,steam,water,irrigation,solar,gas,industry,subindustry,heatingtype,yearbuilt,date_opened,numberoffloors,occupants,energystarscore,eui,site_eui,source_eui,leed_level,rating
Hog_office_Almeda,Hog,1101.0,13.0,Office,Office,6683.1,71936.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,106.2,163,107.1,,
Hog_office_Man,Hog,1102.0,13.0,Office,Office,8099.9,87187.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,189.8,271.8,188.8,,
Hog_other_Tobias,Hog,1103.0,13.0,Other,Animal Shelter,2220.7,23903.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,76.4,161.3,75.1,,
Hog_public_Octavia,Hog,1104.0,13.0,Public services,Library,18554.8,199722.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,217.3,289.2,217,,
Hog_food_Morgan,Hog,1105.0,13.0,Food sales and service,Bar/Tavern,3085.8,33215.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,188.2,327.4,192.3,,
Hog_office_Randi,Hog,1106.0,13.0,Office,Office,8556.3,92099.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,83,47.4,98.5,46.4,,
Hog_education_Sonia,Hog,1107.0,13.0,Education,College Laboratory,17103.3,184098.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,346.8,531.3,338.7,,
Hog_parking_Shannon,Hog,1108.0,13.0,Parking,Parking: Enclosed Garage,63138.2,679614.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,-,-,-,,
Hog_office_Charla,Hog,1109.0,13.0,Office,Office,9493.9,102191.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,264.4,392.3,257.2,,
Hog_office_Buford,Hog,1110.0,13.0,Office,Office,2521.9,27145.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,100,4.2,8.5,4.2,,
Hog_office_Mari,Hog,1111.0,13.0,Office,Office,6302.4,67839.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,73,67.6,120.3,68.1,,
Hog_office_Jillian,Hog,1112.0,13.0,Office,Office,17695.3,190471.0,44.97878184783975,-93.2553976421019,US/Central,,,,Yes,,,,,,,,,,,,-,143.6,213.7,133.1,,
Hog_office_Alisha,Hog,1113.0,13.0,Office,Office,3103.1,33401.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,275.2,349.1,274.1,,
Hog_other_Lynette,Hog,1114.0,13.0,Other,Animal Shelter,6021.0,64810.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,105.9,171.1,105.2,,
Hog_services_Joe,Hog,1115.0,13.0,Services,Maintenance Repair Shop,3904.5,42028.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,116.6,173,118.5,,
Hog_services_Danny,Hog,1116.0,13.0,Services,Maintenance Repair Shop,1085.2,11681.0,44.97878184783975,-93.2553976421019,US/Central,,,,Yes,,,,,,,,,,,,-,102.7,156,104,,
Hog_office_Lizzie,Hog,1117.0,13.0,Office,Office,10351.6,111424.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,107.7,167.6,107.7,,
Hog_services_Kerrie,Hog,1118.0,13.0,Services,Maintenance Repair Shop,2501.5,26926.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,160.1,231.3,164.4,,
Hog_office_Corie,Hog,1119.0,13.0,Office,Office,11102.7,119509.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,59.7,100.9,59.8,,
Hog_services_Marshall,Hog,1120.0,13.0,Services,Maintenance Repair Shop,6506.9,70040.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,147.1,214.1,149.1,,
Hog_education_Wayne,Hog,1121.0,13.0,Education,College Laboratory,7964.8,85732.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,205.1,324,195.8,,
Hog_office_Shon,Hog,1122.0,13.0,Office,Office,7837.8,84365.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,72,86.3,122.1,86.8,,
Hog_office_Sherrie,Hog,1123.0,13.0,Office,Office,8639.4,92994.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,77,67,99.6,67.7,,
Hog_lodging_Hal,Hog,1124.0,13.0,Lodging/residential,Dormitory,14241.9,153299.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,54,110.8,184.7,109.1,,
Hog_parking_Marcus,Hog,1125.0,13.0,Parking,Parking: Open Air Ramp,25222.4,271492.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,-,-,-,,
Hog_education_George,Hog,1126.0,13.0,Education,College Laboratory,6719.9,72332.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,307.8,502.9,307.9,,
Hog_office_Sydney,Hog,1127.0,13.0,Office,Office,8094.7,87131.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,106.3,178.5,106.9,,
Hog_office_Clemencia,Hog,1128.0,13.0,Office,Office,5453.7,58703.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,128.1,216.1,129.9,,
Hog_office_Napoleon,Hog,1129.0,13.0,Office,Office,12365.4,133100.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,89.7,147.4,87.5,,
Hog_education_Casandra,Hog,1130.0,13.0,Education,College Laboratory,26033.7,280225.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,221.7,377.4,220.6,,
Hog_office_Carri,Hog,1131.0,13.0,Office,Office,2365.6,25463.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,153.8,251.9,151.1,,
Hog_office_Bryan,Hog,1132.0,13.0,Office,Office,9655.0,103926.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,67,79.2,129.7,78.6,,
Hog_office_Leanne,Hog,1133.0,13.0,Office,Office,7646.1,82302.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,262.9,381.6,263.5,,
Hog_office_Lanell,Hog,1134.0,13.0,Office,Office,14209.1,152946.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,77.8,131.8,78.1,,
Hog_education_Bruno,Hog,1135.0,13.0,Education,College Laboratory,13972.0,150393.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,362.1,499.5,362.2,,
Hog_office_Myles,Hog,1136.0,13.0,Office,Office,7412.0,79782.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,77,75.9,117.4,76.5,,
Hog_office_Simon,Hog,1137.0,13.0,Office,Office,2550.4,27452.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,35,101.4,172.1,100.6,,
Hog_education_Rachael,Hog,1138.0,13.0,Education,College Laboratory,3715.0,39988.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,157.7,270.7,154.5,,
Hog_office_Joey,Hog,1139.0,13.0,Office,Office,31275.8,336650.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,226.3,393.5,224.2,,
Hog_education_Odell,Hog,1140.0,13.0,Education,College Laboratory,14537.7,156483.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,419.9,682.4,409.8,,
Hog_parking_Antoinette,Hog,1141.0,13.0,Parking,Parking: Enclosed Garage,1949.7,20986.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,1,285,431.5,278.2,,
Hog_office_Elke,Hog,1142.0,13.0,Office,Office,9635.7,103718.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,82,65,102.6,63.4,,
Hog_office_Bessie,Hog,1143.0,13.0,Office,Office,8975.5,96612.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,63.5,112.2,61.6,,
Hog_office_Sarah,Hog,1144.0,13.0,Office,Office,14150.2,152312.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,380.3,602.9,376.9,,
Hog_industrial_Willette,Hog,1145.0,13.0,Manufacturing/industrial,Greenhouse,3270.3,35201.0,44.97878184783975,-93.2553976421019,US/Central,,,,Yes,,,,,,,,,,,,-,379.4,815.4,375.6,,
Hog_public_Gerard,Hog,1146.0,13.0,Public services,Library,7725.3,83155.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,55.4,91.5,55.4,,
Hog_assembly_Colette,Hog,1147.0,13.0,Entertainment/public assembly,Ice Arena,21783.5,234476.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,93.9,189.8,90.5,,
Hog_office_Byron,Hog,1148.0,13.0,Office,Office,80038.2,861524.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,168.8,249.5,161.9,,
Hog_office_Shawnna,Hog,1149.0,13.0,Office,Office,27312.6,293990.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,73,60.6,133.7,59.1,,
Hog_office_Shawna,Hog,1150.0,13.0,Office,Office,18213.0,196043.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,99.5,147.4,99.9,,
Hog_office_Terry,Hog,1151.0,13.0,Office,Office,24854.9,267536.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,26,174.2,255.8,166.4,,
Hog_office_Catharine,Hog,1152.0,13.0,Office,Office,11042.3,118858.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,347.4,551.5,341.2,,
Hog_science_Max,Hog,1153.0,13.0,Technology/science,Lab Building,8310.7,89456.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,218.2,330,215.7,,
Hog_lodging_Shanti,Hog,1154.0,13.0,Lodging/residential,Dormitory,24355.1,262156.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,48,129.4,188.6,130,,
Hog_warehouse_Kaye,Hog,1155.0,13.0,Warehouse/storage,Warehouse (Conditioned),1770.6,19059.0,44.97878184783975,-93.2553976421019,US/Central,,,,Yes,,,,,,,,,,,,15,121.2,209.7,122,,
Hog_education_Caridad,Hog,1156.0,13.0,Education,College Laboratory,24153.8,259989.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,316,519,314.6,,
Hog_education_Haywood,Hog,1157.0,13.0,Education,College Laboratory,3447.4,37107.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,688.5,954.7,672.8,,
Hog_public_Crystal,Hog,1158.0,13.0,Public services,Library,27388.9,294812.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,83,148.9,82.4,,
Hog_office_Cornell,Hog,1159.0,13.0,Office,Office,62385.0,671507.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,234.1,355.2,224.8,,
Hog_office_Marlene,Hog,1160.0,13.0,Office,Office,7451.3,80205.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,71,86.1,130.7,87,,
Hog_office_Mary,Hog,1161.0,13.0,Office,Office,4931.0,53077.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,96.1,139.7,96.4,,
Hog_office_Guadalupe,Hog,1162.0,13.0,Office,Office,6778.0,72958.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,54.7,91.9,53.9,,
Hog_parking_Bernardo,Hog,1163.0,13.0,Parking,Parking: Enclosed Garage,7796.3,83919.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,15,156.8,228.8,158.9,,
Hog_office_Betsy,Hog,1164.0,13.0,Office,Office,23175.3,249457.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,105.4,158.3,103.1,,
Hog_office_Alexis,Hog,1165.0,13.0,Office,Office,2693.4,28991.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,44,103,158.3,102.9,,
Hog_office_Mike,Hog,1166.0,13.0,Office,Office,5924.5,63771.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,51,94.7,154.1,95.8,,
Hog_office_Catalina,Hog,1167.0,13.0,Office,Office,4900.4,52748.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,67,75.9,120,74.5,,
Hog_office_Nia,Hog,1168.0,13.0,Office,Office,53614.4,577101.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,319.8,458,313.3,,
Hog_education_Cathleen,Hog,1169.0,13.0,Education,College Laboratory,14440.7,155439.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,367.7,594.4,362.6,,
Hog_office_Marilyn,Hog,1170.0,13.0,Office,Office,5525.5,59476.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,46.2,71.7,45,,
Hog_lodging_Edgar,Hog,,13.0,Lodging/residential,Dormitory,16494.9,177550.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,100,19.5,46.1,19.5,,
Hog_industrial_Joanne,Hog,1171.0,13.0,Manufacturing/industrial,Greenhouse,5281.6,56851.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,180.4,322.6,177.2,,
Hog_industrial_Jay,Hog,1172.0,13.0,Manufacturing/industrial,Greenhouse,5931.6,63847.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,322.8,556.3,326.9,,
Hog_industrial_Jeremy,Hog,1173.0,13.0,Manufacturing/industrial,Greenhouse,1216.2,13091.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,305.3,477.1,308.6,,
Hog_other_Noma,Hog,1174.0,13.0,Other,Animal Shelter,2568.6,27648.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,223.7,318,220,,
Hog_industrial_Quentin,Hog,1175.0,13.0,Manufacturing/industrial,Manufacturing Facility,7559.7,81372.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,156.9,255.6,142.8,,
Hog_education_Beth,Hog,1176.0,13.0,Education,College Laboratory,13254.7,142672.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,101.4,149.6,99,,
Hog_office_Emmanuel,Hog,1177.0,13.0,Office,Office,1899.3,20444.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,147.6,236.5,148,,
Hog_education_Jordan,Hog,1178.0,13.0,Education,College Classroom,12362.8,133072.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,179.8,253.8,168.9,,
Hog_assembly_Maribel,Hog,1179.0,13.0,Entertainment/public assembly,Gymnasium,13306.3,143228.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,142.6,145.4,140.1,,
Hog_education_Martha,Hog,1180.0,13.0,Education,College Laboratory,8842.7,95182.0,44.97878184783975,-93.2553976421019,US/Central,,,Yes,Yes,,,,,,,,,,,,-,166.4,229.9,164.5,,
Hog_education_Josh,Hog,1181.0,13.0,Education,College Laboratory,5630.5,60606.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,199.6,270.3,197.3,,
Hog_warehouse_Louise,Hog,1182.0,13.0,Warehouse/storage,Warehouse (Conditioned),6185.9,66585.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,62,85.7,160.4,85.2,,
Hog_assembly_Dona,Hog,1183.0,13.0,Entertainment/public assembly,Ice Arena,15501.4,166856.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,110.5,216.3,109.8,,
Hog_lodging_Nikki,Hog,1184.0,13.0,Lodging/residential,Dormitory,6929.1,74584.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,84,68.7,124.3,69.5,,
Hog_office_Corey,Hog,1185.0,13.0,Office,Office,12033.9,129532.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,52,122.5,182.5,121.4,,
Hog_lodging_Francisco,Hog,1186.0,13.0,Lodging/residential,Dormitory,14592.3,157070.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,51,120,190.6,121.6,,
Hog_office_Darlene,Hog,1187.0,13.0,Office,Office,11307.6,121714.0,44.97878184783975,-93.2553976421019,US/Central,,,Yes,Yes,,,,,,,,,,,,-,63.2,111.3,61.9,,
Hog_office_Merilyn,Hog,1188.0,13.0,Office,Office,3446.3,37096.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,54,81.8,141,82,,
Hog_services_Cory,Hog,,13.0,Services,Maintenance Repair Shop,7290.9,78479.0,44.97878184783975,-93.2553976421019,US/Central,,,,Yes,,,,,,,,,,,,-,378.7,1060.4,378.7,,
Hog_office_Roger,Hog,1189.0,13.0,Office,Office,9124.2,98212.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,9,271.9,423.9,267.2,,
Hog_office_Elsy,Hog,1190.0,13.0,Office,Office,3698.2,39807.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,71,59.9,103.7,60.5,,
Hog_assembly_Marilynn,Hog,,13.0,Entertainment/public assembly,Gymnasium,756.4,8142.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,148,414.3,149.1,,
Hog_education_Luvenia,Hog,1191.0,13.0,Education,College Laboratory,17851.5,192152.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,332.9,495.2,327.3,,
Hog_office_Eugene,Hog,1192.0,13.0,Office,Office,4049.4,43587.0,44.97878184783975,-93.2553976421019,US/Central,,,,Yes,,,,,,,,,,,,-,190.8,361,190.7,,
Hog_office_Cortney,Hog,1193.0,13.0,Office,Office,9895.2,106511.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,58,118.8,167.3,119.6,,
Hog_office_Sung,Hog,1194.0,13.0,Office,Office,3328.6,35829.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,173.1,271.2,174.1,,
Hog_office_Lavon,Hog,1195.0,13.0,Office,Office,1530.3,16472.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,100,0,0,0,,
Hog_assembly_Jasmine,Hog,1196.0,13.0,Entertainment/public assembly,Gymnasium,5314.1,57201.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,165,284,166.3,,
Hog_services_Adrianna,Hog,1197.0,13.0,Services,Maintenance Repair Shop,4696.4,50552.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,236.6,662.4,231.1,,
Hog_education_Jewel,Hog,1198.0,13.0,Education,Student Union,7912.0,85164.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,158.3,226.2,153.9,,
Hog_assembly_Una,Hog,,13.0,Entertainment/public assembly,Gymnasium,8872.2,95500.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,93.2,129.7,94.9,,
Hog_warehouse_Rosanna,Hog,1199.0,13.0,Warehouse/storage,Warehouse (Unconditioned),981.0,10559.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,1,329.1,345.6,323.9,,
Hog_office_Judith,Hog,,13.0,Office,Office,18626.2,200491.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,207.3,310.7,209.6,,
Hog_assembly_Letha,Hog,1200.0,13.0,Entertainment/public assembly,Sports Arena,50664.7,545351.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,85.7,151.3,84,,
Hog_education_Donnie,Hog,1201.0,13.0,Education,Auditorium,6837.4,73597.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,101.7,181.8,99.5,,
Hog_office_Darline,Hog,1202.0,13.0,Office,Office,1561.2,16805.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,679.7,1348,679.7,,
Hog_lodging_Brian,Hog,1203.0,13.0,Lodging/residential,Dormitory,12876.5,138602.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,61,115,170,115.7,,
Hog_office_Ervin,Hog,1204.0,13.0,Office,Office,3565.8,38382.0,44.97878184783975,-93.2553976421019,US/Central,,,,Yes,,,,,,,,,,,,1,246.2,502.1,237.3,,
Hog_parking_Jean,Hog,1205.0,13.0,Parking,Parking: Open Air Ramp,16561.8,178270.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,1,994.4,2784.2,959.1,,
Hog_office_Thomas,Hog,,13.0,Office,Office,2092.9,22528.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,36,78.1,167.3,76.7,,
Hog_office_Richelle,Hog,1206.0,13.0,Office,Office,9285.3,99946.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,32,156.8,219.2,157.2,,
Hog_health_Jenny,Hog,1207.0,13.0,Healthcare,Hospital,6916.0,74443.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,300.9,424,282.6,,
Hog_health_Hisako,Hog,1208.0,13.0,Healthcare,Hospital,11295.6,121585.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,85,275.7,375.7,273.3,,
Hog_health_Kesha,Hog,1209.0,13.0,Healthcare,Hospital,10757.1,115788.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,Yes,,,,,,,,,,,,-,234.3,360.6,229.9,,
Hog_office_Elizbeth,Hog,1210.0,13.0,Office,Office,8593.5,92500.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,240.6,346.7,243,,
Hog_office_Denita,Hog,1211.0,13.0,Office,Office,8824.7,94988.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,70,87.5,130.1,88,,
Hog_public_Brad,Hog,1212.0,13.0,Public services,Library,22066.1,237518.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,283.8,497.7,282.6,,
Hog_parking_Joan,Hog,,13.0,Parking,Parking: Open Air Ramp,49007.2,527509.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,1,235,658.1,228.3,,
Hog_warehouse_Porsha,Hog,1213.0,13.0,Warehouse/storage,Warehouse (Unconditioned),3666.3,39464.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,82,9.2,25.9,9.3,,
Hog_office_Candi,Hog,1214.0,13.0,Office,Office,18156.7,195437.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,242.1,350.4,235.3,,
Hog_parking_Cliff,Hog,1215.0,13.0,Parking,Parking: Enclosed Garage,9320.8,100328.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,-,140.4,241.3,138.2,,
Hog_office_Miriam,Hog,1216.0,13.0,Office,Office,1418.5,15269.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,,,,,,,,,,,,,-,152.1,245.6,149.3,,
Hog_education_Madge,Hog,1217.0,13.0,Education,Auditorium,6786.0,73044.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,108.7,183.2,108.5,,
Hog_assembly_Pedro,Hog,1218.0,13.0,Entertainment/public assembly,Gymnasium,24942.6,268480.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,66.8,114.3,64.2,,
Hog_office_Vera,Hog,1219.0,13.0,Office,Office,8483.5,91316.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,72,76.9,132.1,75.4,,
Hog_public_Kevin,Hog,1220.0,13.0,Public services,Library,35416.6,381221.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,Yes,Yes,,,,,,,,,,,,-,117.5,171.4,114,,
Hog_office_Concetta,Hog,1221.0,13.0,Office,Office,2699.9,29062.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,92,27.1,63.1,25.8,,
Hog_lodging_Retha,Hog,1222.0,13.0,Lodging/residential,Dormitory,17389.0,187174.0,44.97878184783975,-93.2553976421019,US/Central,Yes,,,,,,,,,,,,,,,51,101.1,187,101.1,,
Eagle_office_Lillian,Eagle,1223.0,14.0,Office,Office,4844.1,52141.0,,,US/Eastern,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,
Eagle_office_Henriette,Eagle,1224.0,14.0,Office,Office,2181.5,23481.0,,,US/Eastern,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
Eagle_office_Tia,Eagle,1225.0,14.0,Office,Office,11403.5,122746.0,,,US/Eastern,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,
Eagle_education_Eileen,Eagle,1226.0,14.0,Education,Classroom,2600.8,27995.0,,,US/Eastern,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,
Eagle_education_April,Eagle,1227.0,14.0,Education,Classroom,7144.5,76903.0,,,US/Eastern,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,
Eagle_office_Yadira,Eagle,1228.0,14.0,Office,Office,15101.3,162549.0,,,US/Eastern,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,
Eagle_office_Mable,Eagle,1229.0,14.0,Office,Office,2568.4,27646.0,,,US/Eastern,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,
